date, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T14_D_100, T2_D_50, T5_D_50, T9_D_100
19/08/2024,136.40625,680.828125,129.3020833,597.09375,430.9791667,690.296875,318.4375,360.28125
20/08/2024,151.6145833,727.5208333,117.3645833,755.6666667,595.8020833,734.1354167,305.8958333,406.5625
21/08/2024,98.72916667,720.6145833,74.28125,219.4583333,367.8229167,707.59375,306.4166667,265.7395833
22/08/2024,70.61458333,634.0520833,38.1875,148.5416667,82.34375,155.1041667,274.40625,50.77604167
23/08/2024,77.30208333,524.4479167,43.03125,135.890625,91.32291667,56.01041667,249.1458333,85.47916667
24/08/2024,71.56770833,388.1354167,40.30208333,155.2760417,85.8125,73.70833333,250.8645833,69.17708333
25/08/2024,73.296875,215.5104167,41.27083333,282.4791667,83.45833333,194.8541667,211.5625,63.82291667
26/08/2024,76.33333333,157.09375,43.75,361.1041667,85.046875,308.0729167,244.4270833,60.20833333
27/08/2024,78.23958333,183.9270833,46.63541667,386.8020833,89.10416667,454.4270833,297.2760417,74.39583333
28/08/2024,78.67708333,187.5208333,46.0625,384.4270833,89.23958333,544.2447917,342.1458333,69.55208333
29/08/2024,74.16666667,184.625,46.96875,367.28125,90.38020833,594.15625,371.75,65.91666667
30/08/2024,73.47916667,197.4375,47.27083333,359.5416667,90.50520833,623.7604167,399.8541667,59.86458333
31/08/2024,74.92708333,201.96875,46.69791667,340.9791667,90.02083333,638.9375,428.2708333,55.96875
01/09/2024,72.17708333,194.7552083,47.6875,321.0104167,90.3125,655.8958333,400.125,53.03125
02/09/2024,74.484375,188.3958333,48.9375,304.0625,88.88541667,667,481.8229167,53.58333333
03/09/2024,76.90625,196.0989583,48.70833333,375.1145833,89.97395833,550.578125,471.5572917,56.30729167
04/09/2024,76.41666667,168.15625,47.73958333,383.1770833,89.48958333,616.5260417,519.6458333,49.11458333
05/09/2024,76.20833333,173.2083333,47.08333333,343.59375,88.65625,655.28125,527.1458333,45.59375
06/09/2024,74.35416667,169.7291667,47.55729167,326.2604167,89.70833333,652.7552083,527.3333333,45.96875
07/09/2024,76.90625,167.2604167,48.265625,312.9479167,90.17708333,657.78125,522.84375,50.94791667
08/09/2024,77.83854167,173.8645833,49.078125,378.4791667,90.51041667,509.6354167,438.3125,54.50520833
09/09/2024,78.80208333,180.2239583,50.1875,392.8697917,93.22395833,597.1458333,527.328125,55.546875
10/09/2024,78.80208333,178.9895833,50.21875,377.6458333,94.27083333,640.5,496.7395833,53.375
11/09/2024,77.6875,182.0416667,51.65625,367.2291667,94.91666667,656.5625,477.2291667,58.66666667
12/09/2024,78.8125,175.4114583,53.28645833,360.6041667,95,663.59375,461.828125,50.9375
13/09/2024,81.32291667,185.2864583,54.23958333,363.8333333,98.38541667,666.6145833,458.8958333,58.92708333
14/09/2024,79.03125,175.3229167,53.23958333,351.21875,96.72916667,682.9791667,466.53125,58.72916667
15/09/2024,78.04166667,161.7291667,52.72916667,429.0625,95.85416667,509.9583333,390.5833333,47.8125
16/09/2024,77.625,150.21875,52.04166667,398.7708333,92.73958333,619.7291667,411.2083333,43.39583333
17/09/2024,77.05729167,149.1145833,51.70833333,380.7083333,92.02083333,645.1666667,399.7604167,40.02604167
18/09/2024,75.875,145.3020833,51.53125,379.625,91.875,638.1041667,384.7239583,35.20833333
19/09/2024,74.29166667,138.0572917,50.40625,363.7083333,90.5625,638.0520833,356.1041667,35.36458333
20/09/2024,76.41666667,136.15625,51.95833333,352.21875,90.46875,635.71875,321.375,39.41666667
21/09/2024,77.625,141.0104167,52.09375,352.1666667,93.09375,646.8645833,308.0208333,46.25
22/09/2024,77.01041667,136.7083333,51.58333333,432.375,92.19791667,498.21875,263.3854167,34.8125
23/09/2024,76.21875,127.40625,50.53125,416.9791667,89.59375,548.6666667,246.7291667,30.76041667
24/09/2024,74.5,122.1041667,50.71875,384.7291667,89.83333333,589.1458333,220.375,29.28125
25/09/2024,75.71875,119.0833333,50.33333333,362.3541667,89.328125,603.5208333,190.1770833,32.88541667
26/09/2024,76.9375,116.53125,50.19791667,329.3020833,88.875,609.5104167,163.6354167,33.97916667
27/09/2024,76.65625,112.9895833,49.83333333,296.4375,88.02083333,616.5625,141.75,34.3125
28/09/2024,76.67708333,112.7916667,50.625,291.09375,88.859375,619.9375,125.6770833,34.60416667
29/09/2024,76.625,112.2291667,50.94791667,350.9270833,89.01041667,467.5833333,112.0416667,33.375
30/09/2024,76.06770833,108.078125,48.70833333,340.8697917,87.75,519.3333333,98.63541667,30.11458333
01/10/2024,74.36458333,107.2604167,47.88541667,312.4583333,87.65625,553.7916667,86.92708333,25.96875
02/10/2024,74.16666667,104.8020833,48.16666667,289.15625,86.01041667,552.609375,72.53125,24.32291667
03/10/2024,73.9375,101.7916667,45.48958333,261.9427083,85.69791667,532.1041667,61.32291667,24.54166667
04/10/2024,71.23943662,106.8169014,44.81690141,201.2957746,81.85915493,497.084507,52.54929577,25.91549296
05/10/2024,74.95833333,97.34375,46.03125,204,86.17708333,411.0104167,46,29.35416667
06/10/2024,76.33684211,96.82105263,45.74736842,204.6,85.44210526,192.4421053,43.24736842,31.43684211
07/10/2024,77.20833333,98.15625,46.16666667,218.46875,87.10416667,68.34375,43.32291667,32.82291667
08/10/2024,77.27083333,97.73958333,46.14583333,222.0104167,87.29166667,67.71875,46.30208333,31.0625
09/10/2024,75.21875,98.78125,44.5625,210.5520833,87.1875,33.20833333,46.32291667,29.64583333
10/10/2024,76,79.53125,44.20833333,108.2760417,86.171875,16.32291667,42.07291667,28.06770833
11/10/2024,65.625,68.28645833,37.57291667,117.5729167,76.9375,12.875,35.66666667,24.52604167
12/10/2024,66.60416667,110.6458333,37.0625,247.28125,74.32291667,25.63541667,46.77083333,24.33333333
13/10/2024,66.41666667,119.21875,35.41666667,329.59375,71.0625,38.66666667,59.40625,22.42708333
14/10/2024,66.96875,131.1875,38.90625,383.0729167,74.40625,53.27083333,68.71875,26.73958333
