date, T14_D_100, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T9_D_100, T2_D_50, T5_D_50
21/10/2024,20.17083333,33.77291667,8.00625,23.15104167,10.44583333,17.25625,11.98125,10.49479167
22/10/2024,20.42083333,33.81458333,8.221875,23.1625,10.66979167,17.30104167,11.85729167,10.4875
23/10/2024,20.39375,33.834375,8.389583333,23.36041667,10.78125,17.39479167,11.825,10.49479167
24/10/2024,20.58541667,33.86354167,8.426041667,23.25520833,10.865625,17.41354167,11.75833333,10.48645833
25/10/2024,20.62395833,33.86979167,8.567708333,23.334375,11.13125,17.45833333,11.7375,10.49479167
26/10/2024,21.19673913,33.92391304,8.752173913,23.76630435,11.29021739,17.47173913,11.74456522,10.51847826
27/10/2024,20.63,33.86,8.787,23.018,11.349,17.388,11.797,10.549
28/10/2024,25.018,34.078,9.872,26.682,12.567,17.942,13.265,10.946
29/10/2024,16.57916667,33.7,11.871875,19.65729167,13.45625,17.10520833,15.60208333,11.72604167
30/10/2024,21.62258065,34.38709677,12.96774194,28.43225806,13.9,17.71935484,15.51935484,11.68064516
